Time,FINAL TIME,INITIAL TIME,SAVEPER,TIME STEP,Characteristic Time,Heat Loss to Room,Room Temperature,Teacup Temperature
18.125,30,0,0.125,0.125,10,1.7753043141139073,70,87.75304314113907
18.25,30,0,0.125,0.125,10,1.7531130101874837,70,87.53113010187484
18.375,30,0,0.125,0.125,10,1.7311990975601403,70,87.3119909756014
18.5,30,0,0.125,0.125,10,1.7095591088406379,70,87.09559108840638
18.625,30,0,0.125,0.125,10,1.6881896199801303,70,86.8818961998013
18.75,30,0,0.125,0.125,10,1.667087249730379,70,86.67087249730379
18.875,30,0,0.125,0.125,10,1.6462486591087497,70,86.4624865910875
19.0,30,0,0.125,0.125,10,1.62567055086989,70,86.2567055086989
19.125,30,0,0.125,0.125,10,1.6053496689840159,70,86.05349668984016
19.25,30,0,0.125,0.125,10,1.5852827981217161,70,85.85282798121716
19.375,30,0,0.125,0.125,10,1.5654667631451944,70,85.65466763145194
19.5,30,0,0.125,0.125,10,1.5458984286058794,70,85.4589842860588
19.625,30,0,0.125,0.125,10,1.5265746982483066,70,85.26574698248307
19.75,30,0,0.125,0.125,10,1.507492514520203,70,85.07492514520203
19.875,30,0,0.125,0.125,10,1.4886488580887005,70,84.886488580887
20.0,30,0,0.125,0.125,10,1.4700407473625916,70,84.70040747362592
20.125,30,0,0.125,0.125,10,1.4516652380205586,70,84.51665238020558
20.25,30,0,0.125,0.125,10,1.433519422545301,70,84.33519422545301
20.375,30,0,0.125,0.125,10,1.4156004297634852,70,84.15600429763485
20.5,30,0,0.125,0.125,10,1.397905424391442,70,83.97905424391442
20.625,30,0,0.125,0.125,10,1.3804316065865492,70,83.80431606586549
20.75,30,0,0.125,0.125,10,1.3631762115042179,70,83.63176211504218
20.875,30,0,0.125,0.125,10,1.3461365088604154,70,83.46136508860415
21.0,30,0,0.125,0.125,10,1.3293098024996595,70,83.2930980249966
21.125,30,0,0.125,0.125,10,1.3126934299684136,70,83.12693429968414
21.25,30,0,0.125,0.125,10,1.2962847620938092,70,82.96284762093809
21.375,30,0,0.125,0.125,10,1.2800812025676365,70,82.80081202567636
21.5,30,0,0.125,0.125,10,1.2640801875355407,70,82.64080187535541
21.625,30,0,0.125,0.125,10,1.2482791851913462,70,82.48279185191346
21.75,30,0,0.125,0.125,10,1.2326756953764544,70,82.32675695376454
21.875,30,0,0.125,0.125,10,1.2172672491842491,70,82.17267249184249
22.0,30,0,0.125,0.125,10,1.2020514085694458,70,82.02051408569446
22.125,30,0,0.125,0.125,10,1.1870257659623278,70,81.87025765962328
22.25,30,0,0.125,0.125,10,1.1721879438877991,70,81.72187943887799
22.375,30,0,0.125,0.125,10,1.1575355945892014,70,81.57535594589201
22.5,30,0,0.125,0.125,10,1.143066399656837,70,81.43066399656837
22.625,30,0,0.125,0.125,10,1.1287780696611265,70,81.28778069661126
22.75,30,0,0.125,0.125,10,1.114668343790362,70,81.14668343790362
22.875,30,0,0.125,0.125,10,1.1007349894929817,70,81.00734989492982
23.0,30,0,0.125,0.125,10,1.08697580212432,70,80.8697580212432
23.125,30,0,0.125,0.125,10,1.0733886045977656,70,80.73388604597766
23.25,30,0,0.125,0.125,10,1.0599712470402936,70,80.59971247040293
23.375,30,0,0.125,0.125,10,1.0467216064522902,70,80.4672160645229
23.5,30,0,0.125,0.125,10,1.033637586371637,70,80.33637586371637
23.625,30,0,0.125,0.125,10,1.0207171165419922,70,80.20717116541992
23.75,30,0,0.125,0.125,10,1.0079581525852177,70,80.07958152585218
23.875,30,0,0.125,0.125,10,0.9953586756779031,70,79.95358675677903
24.0,30,0,0.125,0.125,10,0.9829166922319288,70,79.82916692231929
24.125,30,0,0.125,0.125,10,0.9706302335790298,70,79.7063023357903
24.25,30,0,0.125,0.125,10,0.9584973556592914,70,79.58497355659291
24.375,30,0,0.125,0.125,10,0.9465161387135496,70,79.4651613871355
24.5,30,0,0.125,0.125,10,0.9346846869796295,70,79.3468468697963
24.625,30,0,0.125,0.125,10,0.9230011283923844,70,79.23001128392384
24.75,30,0,0.125,0.125,10,0.9114636142874801,70,79.1146361428748
24.875,30,0,0.125,0.125,10,0.900070319108886,70,79.00070319108886
25.0,30,0,0.125,0.125,10,0.8888194401200252,70,78.88819440120025
25.125,30,0,0.125,0.125,10,0.8777091971185242,70,78.77709197118524
25.25,30,0,0.125,0.125,10,0.8667378321545428,70,78.66737832154543
25.375,30,0,0.125,0.125,10,0.8559036092526113,70,78.55903609252611
25.5,30,0,0.125,0.125,10,0.845204814136953,70,78.45204814136953
25.625,30,0,0.125,0.125,10,0.8346397539602407,70,78.3463975396024
25.75,30,0,0.125,0.125,10,0.8242067570357378,70,78.24206757035738
25.875,30,0,0.125,0.125,10,0.8139041725727907,70,78.1390417257279
26.0,30,0,0.125,0.125,10,0.8037303704156301,70,78.0373037041563
26.125,30,0,0.125,0.125,10,0.7936837407854341,70,77.93683740785434
26.25,30,0,0.125,0.125,10,0.7837626940256157,70,77.83762694025616
26.375,30,0,0.125,0.125,10,0.7739656603502951,70,77.73965660350295
26.5,30,0,0.125,0.125,10,0.7642910895959162,70,77.64291089595916
26.625,30,0,0.125,0.125,10,0.7547374509759678,70,77.54737450975968
26.75,30,0,0.125,0.125,10,0.7453032328387679,70,77.45303232838768
26.875,30,0,0.125,0.125,10,0.7359869424282834,70,77.35986942428283
27.0,30,0,0.125,0.125,10,0.7267871056479294,70,77.2678710564793
27.125,30,0,0.125,0.125,10,0.717702266827331,70,77.17702266827331
27.25,30,0,0.125,0.125,10,0.708730988491989,70,77.08730988491989
27.375,30,0,0.125,0.125,10,0.699871851135839,70,76.99871851135839
27.5,30,0,0.125,0.125,10,0.6911234529966407,70,76.9112345299664
27.625,30,0,0.125,0.125,10,0.6824844098341828,70,76.82484409834183
27.75,30,0,0.125,0.125,10,0.6739533547112557,70,76.73953354711256
27.875,30,0,0.125,0.125,10,0.6655289377773655,70,76.65528937777366
28.0,30,0,0.125,0.125,10,0.6572098260551484,70,76.57209826055148
28.125,30,0,0.125,0.125,10,0.6489947032294594,70,76.4899470322946
28.25,30,0,0.125,0.125,10,0.6408822694390907,70,76.4088226943909
28.375,30,0,0.125,0.125,10,0.632871241071102,70,76.32871241071102
28.5,30,0,0.125,0.125,10,0.6249603505577127,70,76.24960350557713
28.625,30,0,0.125,0.125,10,0.6171483461757419,70,76.17148346175742
28.75,30,0,0.125,0.125,10,0.6094339918485445,70,76.09433991848545
28.875,30,0,0.125,0.125,10,0.6018160669504382,70,76.01816066950438
29.0,30,0,0.125,0.125,10,0.5942933661135583,70,75.94293366113558
29.125,30,0,0.125,0.125,10,0.5868646990371389,70,75.86864699037139
29.25,30,0,0.125,0.125,10,0.5795288902991743,70,75.79528890299174
29.375,30,0,0.125,0.125,10,0.572284779170434,70,75.72284779170434
29.5,30,0,0.125,0.125,10,0.5651312194308034,70,75.65131219430803
29.625,30,0,0.125,0.125,10,0.5580670791879185,70,75.58067079187919
29.75,30,0,0.125,0.125,10,0.5510912406980694,70,75.5109124069807
29.875,30,0,0.125,0.125,10,0.5442026001893439,70,75.44202600189344
30.0,30,0,0.125,0.125,10,0.537400067686977,70,75.37400067686977
